Πρόγραμμα 'Καλλικράτης' (Ενημερώσεις μέχρι 31/12/2010),,,,
"(1) ΕΠΙΠΕΔΑ: 1=Μεγάλες γεωγραφικές ενότητες, 2=Αποκεντρωμένες Διοικήσεις, 3=Περιφέρειες, 4=Περιφεριακές ενότητες, 5=Δήμοι, 6=Δημοτικές Ενότητες, 7=Δημοτικές/Τοπικές Κοινότητες, 8=Οικισμοί",,,,
"(2) ΚΩΔΙΚΟΙ για:  Μεγάλες γεωγραφικές ενότητες, Αποκεντρωμένες Διοικήσεις, Περιφέρειες",,,,
,Επίπεδο (1),Κωδικοί,,Περιγραφή 
α/α,,(2), Κωδικός ΚΑΛΛΙΚΡΑΤΗ,
,,,,
5974,8,231,2202030101,"Δήμητρα,η"
5975,7,231,22020302,Τοπική Κοινότητα Αμυγδαλής
5976,8,231,2202030201,"Κάτω Αμυγδαλή,η"
5977,8,231,2202030202,"Αμυγδαλή,η"
5978,7,231,22020303,Τοπική Κοινότητα Ανατολής
5979,8,231,2202030301,"Ανατολή,η"
5980,7,231,22020304,Τοπική Κοινότητα Καστρίου
5981,8,231,2202030401,"Καστρίον,το"
5982,8,231,2202030402,"Νεοχώριον,το"
5983,7,231,22020305,Τοπική Κοινότητα Μαρμαρίνης
5984,8,231,2202030501,"Μαρμαρίνη,η"
5985,6,231,220204,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΕΛΙΒΟΙΑΣ
5986,7,231,22020401,Τοπική Κοινότητα Σωτηρίτσης
5987,8,231,2202040101,"Σωτηρίτσα,η"
5988,8,231,2202040102,"Κάτω Σωτηρίτσα,η"
5989,7,231,22020402,Τοπική Κοινότητα Μελιβοίας
5990,8,231,2202040201,"Μελίβοια,η"
5991,8,231,2202040202,"Βελίκα,η"
5992,8,231,2202040203,"Κόκκινο Νερό Μελιβοίας,το"
5993,8,231,2202040204,"Κουτσουπιά,η"
5994,8,231,2202040205,"Παλιουριά,η"
5995,7,231,22020403,Τοπική Κοινότητα Σκήτης
5996,8,231,2202040301,"Σκήτη,η"
5997,8,231,2202040302,"Αγιόκαμπος,ο"
5998,8,231,2202040303,"Κάτω Πολυδένδριον,το"
5999,7,231,22020404,Τοπική Κοινότητα Σκλήθρου
6000,8,231,2202040401,"Σκλήθρον,το"
6001,8,231,2202040402,"Ισιώματα,τα"
6002,8,231,2202040403,"Ρακοπόταμος,ο"
6003,5,231,2203,ΔΗΜΟΣ ΕΛΑΣΣΟΝΑΣ
6004,6,231,220301,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΛΑΣΣΟΝΑΣ
6005,7,231,22030101,Δημοτική Κοινότητα Ελασσόνος
6006,8,231,2203010101,"Ελασσών,η"
6007,8,231,2203010102,"Αγιονέριον,το"
6008,8,231,2203010103,"Αετορράχη,η"
6009,8,231,2203010104,"Μικρόν Ελευθεροχώριον,το"
6010,7,231,22030102,Τοπική Κοινότητα Βαλανίδας
6011,8,231,2203010201,"Βαλανίδα,η"
6012,8,231,2203010202,"Κλεισούρα,η"
6013,7,231,22030103,Τοπική Κοινότητα Γαλανόβρυσης
6014,8,231,2203010301,"Γαλανόβρυση,η"
6015,7,231,22030104,Τοπική Κοινότητα Δρυμού
6016,8,231,2203010401,"Δρυμός,ο"
6017,7,231,22030105,Τοπική Κοινότητα Ευαγγελισμού Ελασσόνος
6018,8,231,2203010501,"Ευαγγελισμός,ο"
6019,7,231,22030106,Τοπική Κοινότητα Κεφαλοβρύσου
6020,8,231,2203010601,"Κεφαλόβρυσον,το"
6021,7,231,22030107,Τοπική Κοινότητα Παλαιοκάστρου
6022,8,231,2203010701,"Παλαιόκαστρον,το"
6023,7,231,22030108,Τοπική Κοινότητα Στεφανοβούνου
6024,8,231,2203010801,"Στεφανόβουνον,το"
6025,8,231,2203010802,"Λεύκη,η"
6026,6,231,220302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΤΙΧΑΣΙΩΝ
6027,7,231,22030201,Δημοτική Κοινότητα Κρανέας Ελασσόνος
6028,8,231,2203020101,"Κρανέα Ελασσόνος,η"
6029,7,231,22030202,Τοπική Κοινότητα Άκρης
6030,8,231,2203020201,"Άκρη,η"
6031,7,231,22030203,Τοπική Κοινότητα Λουτρού Ελασσόνος
6032,8,231,2203020301,"Λουτρόν,το"
6033,6,231,220303,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΕΡΔΙΚΟΥΣΣΗΣ
6034,7,231,22030301,Δημοτική Κοινότητα Βερδικούσσης
6035,8,231,2203030101,"Βερδικούσσα,η"
6036,8,231,2203030102,"Αμπέλια,τα"
6037,8,231,2203030103,"Βάρκος,ο"
6038,8,231,2203030104,"Κουτσούφλιανη,η"
6039,8,231,2203030105,"Παλιάμπελα,τα"
6040,8,231,2203030106,"Παλιάσκια,τα"
6041,6,231,220304,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΥΑΣ
6042,7,231,22030401,Τοπική Κοινότητα Καρυάς
6043,8,231,2203040101,"Καρυά,η"
6044,7,231,22030402,Τοπική Κοινότητα Κρυόβρυσης
6045,8,231,2203040201,"Κρυόβρυση,η"
6046,7,231,22030403,Τοπική Κοινότητα Συκαμινέας
6047,8,231,2203040301,"Συκαμινέα,η"
6048,6,231,220305,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΙΒΑΔΙΟΥ
6049,7,231,22030501,Δημοτική Κοινότητα Λιβαδίου
6050,8,231,2203050101,"Λιβάδι,το"
6051,7,231,22030502,Τοπική Κοινότητα Δολίχης
6052,8,231,2203050201,"Δολίχη,η"
6053,6,231,220306,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΛΥΜΠΟΥ
6054,7,231,22030601,Τοπική Κοινότητα Καλλιθέας Ελασσόνος
6055,8,231,2203060101,"Καλλιθέα,η"
6056,8,231,2203060102,"Πετρωτόν,το"
6057,7,231,22030602,Τοπική Κοινότητα Κοκκινογείου
6058,8,231,2203060201,"Κοκκινόγειον,το"
6059,7,231,22030603,Τοπική Κοινότητα Κοκκινοπηλού
6060,8,231,2203060301,"Καλύβια,τα"
6061,8,231,2203060302,"Κοκκινοπηλός,ο"
6062,7,231,22030604,Τοπική Κοινότητα Λόφου
6063,8,231,2203060401,"Λόφος,ο"
6064,8,231,2203060402,"Ασπρόχωμα,το"
6065,7,231,22030605,Τοπική Κοινότητα Ολυμπιάδος
6066,8,231,2203060501,"Ολυμπιάς,η"
6067,7,231,22030606,Τοπική Κοινότητα Πυθίου
6068,8,231,2203060601,"Πύθιον,το"
6069,7,231,22030607,Τοπική Κοινότητα Φλαμπούρου
6070,8,231,2203060701,"Φλάμπουρον,το"
6071,8,231,2203060702,"Βρυσοπούλες,οι"
6072,8,231,2203060703,"Ιερά Μονή Σπαρμού,η"
6073,8,231,2203060704,"Σκοπιά,η"
6074,8,231,2203060705,"Σπαρμός,ο"
6075,6,231,220307,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΟΤΑΜΙΑΣ
6076,7,231,22030701,Τοπική Κοινότητα Βλαχογιαννίου
6077,8,231,2203070101,"Βλαχογιάννιον,το"
6078,7,231,22030702,Τοπική Κοινότητα Αμουρίου
6079,8,231,2203070201,"Αμούριον,το"
6080,7,231,22030703,Τοπική Κοινότητα Δομενίκου
6081,8,231,2203070301,"Δομένικον,το"
6082,7,231,22030704,Τοπική Κοινότητα Μαγούλας
6083,8,231,2203070401,"Μαγούλα,η"
6084,7,231,22030705,Τοπική Κοινότητα Μεγάλου Ελευθεροχωρίου
6085,8,231,2203070501,"Μέγα Ελευθεροχώριον,το"
6086,7,231,22030706,Τοπική Κοινότητα Μεσοχωρίου
6087,8,231,2203070601,"Μεσοχώριον,το"
6088,7,231,22030707,Τοπική Κοινότητα Πραιτωρίου
6089,8,231,2203070701,"Πραιτώριον,το"
6090,7,231,22030708,Τοπική Κοινότητα Συκέας
6091,8,231,2203070801,"Συκέα,η"
6092,8,231,2203070802,"Καλύβια Αναλήψεως,τα"
6093,6,231,220308,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΑΡΑΝΤΑΠΟΡΟΥ
6094,7,231,22030801,Τοπική Κοινότητα Σαρανταπόρου
6095,8,231,2203080101,"Σαραντάπορον,το"
6096,7,231,22030802,Τοπική Κοινότητα Αζώρου (Βουβάλας)
6097,8,231,2203080201,"Άζωρος,ο (τ.Βουβάλα,η)"
6098,7,231,22030803,Τοπική Κοινότητα Γερανίων
6099,8,231,2203080301,"Γεράνια,τα"
6100,7,231,22030804,Τοπική Κοινότητα Γιαννωτών
6101,8,231,2203080401,"Γιαννωτά,τα"
6102,7,231,22030805,Τοπική Κοινότητα Λυκουδίου
6103,8,231,2203080501,"Λυκούδιον,το"
6104,8,231,2203080502,"Συκιά,η"
6105,7,231,22030806,Τοπική Κοινότητα Μηλέας
6106,8,231,2203080601,"Μηλέα,η"
6107,7,231,22030807,Τοπική Κοινότητα Τσαπουρνιάς
6108,8,231,2203080701,"Τσαπουρνιά,η"
6109,8,231,2203080702,"Φαρμάκη,η"
6110,6,231,220309,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΣΑΡΙΤΣΑΝΗΣ
6111,7,231,22030901,Δημοτική Κοινότητα Τσαριτσάνης
6112,8,231,2203090101,"Τσαρίτσανη,η"
6113,5,231,2204,ΔΗΜΟΣ ΚΙΛΕΛΕΡ
6114,6,231,220401,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΙΚΑΙΑΣ
6115,7,231,22040101,Δημοτική Κοινότητα Νικαίας
6116,8,231,2204010101,"Νίκαια,η"
6117,7,231,22040102,Τοπική Κοινότητα Διλόφου Λαρίσης
6118,8,231,2204010201,"Δίλοφον,το"
6119,7,231,22040103,Τοπική Κοινότητα Ζαππείου
6120,8,231,2204010301,"Ζάππειον,το"
6121,7,231,22040104,Τοπική Κοινότητα Μοσχοχωρίου
6122,8,231,2204010401,"Μοσχοχώριον,το"
6123,8,231,2204010402,"Κυπαρίσσια,τα"
6124,7,231,22040105,Τοπική Κοινότητα Μύρων
6125,8,231,2204010501,"Μύρα,τα"
6126,8,231,2204010502,"Καλόν Νερό,το"
6127,8,231,2204010503,"Σοφόν,το"
6128,7,231,22040106,Τοπική Κοινότητα Νέας Λεύκης
6129,8,231,2204010601,"Νέα Λεύκη,η"
6130,7,231,22040107,Τοπική Κοινότητα Νέων Καρυών
6131,8,231,2204010701,"Νέαι Καρυαί,αι"
6132,8,231,2204010702,"Ρεύμα,το"
6133,7,231,22040108,Τοπική Κοινότητα Χαράς
6134,8,231,2204010801,"Χαρά,η"
6135,6,231,220402,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΜΕΝΙΟΥ
6136,7,231,22040201,Τοπική Κοινότητα Αρμενίου
6137,8,231,2204020101,"Αρμένιον,το"
6138,7,231,22040202,Τοπική Κοινότητα Μεγάλου Μοναστηρίου
6139,8,231,2204020201,"Μέγα Μοναστήριον,το"
6140,7,231,22040203,Τοπική Κοινότητα Νίκης
6141,8,231,2204020301,"Νίκη,η"
6142,8,231,2204020302,"Αχίλλειον,το"
6143,7,231,22040204,Τοπική Κοινότητα Σωτηρίου
6144,8,231,2204020401,"Σωτήριον,το"
6145,6,231,220403,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΙΛΕΛΕΡ
6146,7,231,22040301,Τοπική Κοινότητα Κιλελέρ (Κυψέλης)
6147,8,231,2204030101,"Κιλελέρ,το (τ.Κυψέλη,η)"
6148,8,231,2204030102,"Κοκκίναι,αι"
6149,7,231,22040302,Τοπική Κοινότητα Αγναντερής
6150,8,231,2204030201,"Αγναντερή,η"
6151,8,231,2204030202,"Αγροκήπιον,το"
6152,7,231,22040303,Τοπική Κοινότητα Καλαμακίου
6153,8,231,2204030301,"Καλαμάκιον,το"
6154,7,231,22040304,Τοπική Κοινότητα Μελίσσης
6155,8,231,2204030401,"Μέλισσα,η"
6156,8,231,2204030402,"Λοφίσκος,ο"
6157,7,231,22040305,Τοπική Κοινότητα Νέου Περιβολίου
6158,8,231,2204030501,"Νέον Περιβόλιον,το"
6159,6,231,220404,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΡΑΝΝΩΝΟΣ
6160,7,231,22040401,Τοπική Κοινότητα Αγίων Αναργύρων
6161,8,231,2204040101,"Άγιοι Ανάργυροι,οι"
6162,8,231,2204040102,"Μεσορράχη,η"
6163,7,231,22040402,Τοπική Κοινότητα Αγίου Γεωργίου Λαρίσης
6164,8,231,2204040201,"Άγιος Γεώργιος,ο"
6165,7,231,22040403,Τοπική Κοινότητα Βουναίνων
6166,8,231,2204040301,"Βούναινα,τα"
6167,8,231,2204040302,"Άνω Βούναινα,τα"
6168,7,231,22040404,Τοπική Κοινότητα Δοξαρά
6169,8,231,2204040401,"Δοξαράς,ο"
6170,7,231,22040405,Τοπική Κοινότητα Κραννώνος
6171,8,231,2204040501,"Κραννών,ο"
6172,8,231,2204040502,"Κάμπος,ο"
6173,7,231,22040406,Τοπική Κοινότητα Κυπαρίσσου
6174,8,231,2204040601,"Κυπάρισσος,η"
6175,8,231,2204040602,"Αγία Παρασκευή,η"
6176,7,231,22040407,Τοπική Κοινότητα Μαυροβουνίου
6177,8,231,2204040701,"Μαυροβούνιον,το"
6178,8,231,2204040702,"Κρύα Βρύση,η"
6179,7,231,22040408,Τοπική Κοινότητα Μικρού Βουνού
6180,8,231,2204040801,"Μικρόν Βουνόν,το"
6181,7,231,22040409,Τοπική Κοινότητα Ψυχικού
6182,8,231,2204040901,"Ψυχικόν,το"
6183,6,231,220405,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΛΑΤΥΚΑΜΠΟΥ
6184,7,231,22040501,Τοπική Κοινότητα Πλατυκάμπου
6185,8,231,2204050101,"Πλατύκαμπος,ο"
6186,7,231,22040502,Τοπική Κοινότητα Γαλήνης
6187,8,231,2204050201,"Γαλήνη,η"
6188,7,231,22040503,Τοπική Κοινότητα Γλαύκης
6189,8,231,2204050301,"Γλαύκη,η"
6190,8,231,2204050302,"Πρόδρομος,ο"
6191,7,231,22040504,Τοπική Κοινότητα Ελευθερίου
6192,8,231,2204050401,"Ελευθέριον,το"
6193,7,231,22040505,Τοπική Κοινότητα Μελίας
6194,8,231,2204050501,"Μελία,η"
6195,8,231,2204050502,"Αναγέννησις,η"
6196,8,231,2204050503,"Μόδεστος,ο"
6197,7,231,22040506,Τοπική Κοινότητα Μελισσοχωρίου
6198,8,231,2204050601,"Μελισσοχώριον,το"
6199,7,231,22040507,Τοπική Κοινότητα Ναμάτων
6200,8,231,2204050701,"Νάματα,τα"
6201,7,231,22040508,Τοπική Κοινότητα Ομορφοχωρίου
6202,8,231,2204050801,"Ομορφοχώριον,το"
6203,7,231,22040509,Τοπική Κοινότητα Χάλκης
6204,8,231,2204050901,"Χάλκη,η"
6205,5,231,2205,ΔΗΜΟΣ ΤΕΜΠΩΝ
6206,6,231,220501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΑΚΡΥΧΩΡΙΟΥ
6207,7,231,22050101,Τοπική Κοινότητα Μακρυχωρίου
6208,8,231,2205010101,"Μακρυχώριον,το"
6209,8,231,2205010102,"Γυρτώνη,η"
6210,7,231,22050102,Τοπική Κοινότητα Ελατείας
6211,8,231,2205010201,"Ελάτεια,η"
6212,7,231,22050103,Τοπική Κοινότητα Ευαγγελισμού Λαρίσης
6213,8,231,2205010301,"Ευαγγελισμός,ο"
6214,7,231,22050104,Τοπική Κοινότητα Παραποτάμου
6215,8,231,2205010401,"Παραπόταμος,ο"
6216,6,231,220502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΜΠΕΛΑΚΙΩΝ
6217,7,231,22050201,Τοπική Κοινότητα Αμπελακίων
6218,8,231,2205020101,"Αμπελάκια,τα"
6219,7,231,22050202,Τοπική Κοινότητα Τεμπών
6220,8,231,2205020201,"Τέμπη,τα"
6221,6,231,220503,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΓΟΝΝΩΝ
6222,7,231,22050301,Δημοτική Κοινότητα Γόννων
6223,8,231,2205030101,"Γόννοι,οι"
6224,8,231,2205030102,"Ελαία,η"
6225,7,231,22050302,Τοπική Κοινότητα Ιτέας
6226,8,231,2205030201,"Ιτέα,η"
6227,7,231,22050303,Τοπική Κοινότητα Καλλιπεύκης
6228,8,231,2205030301,"Καλλιπεύκη,η"
6229,6,231,220504,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΤΩ ΟΛΥΜΠΟΥ
6230,7,231,22050401,Τοπική Κοινότητα Πυργετού
6231,8,231,2205040101,"Πυργετός,ο"
6232,7,231,22050402,Τοπική Κοινότητα Αιγάνης
6233,8,231,2205040201,"Αιγάνη,η"
6234,8,231,2205040202,"Κάτω Αιγάνη,η"
6235,8,231,2205040203,"Νέα Μεσάγκαλα,τα"
6236,8,231,2205040204,"Παπαπούλι,το"
6237,7,231,22050403,Τοπική Κοινότητα Κρανέας
6238,8,231,2205040301,"Κρανέα,η"
6239,8,231,2205040302,"Κουλούρα,η"
6240,8,231,2205040303,"Μαθητικαί Κατασκηνώσεις,αι"
6241,8,231,2205040304,"Παραλία Κουλούρας,η"
6242,7,231,22050404,Τοπική Κοινότητα Ραψάνης
6243,8,231,2205040401,"Ραψάνη,η"
6244,8,231,2205040402,"Άγιος Κωνσταντίνος,ο"
6245,8,231,2205040403,"Περαταριά,η"
6246,6,231,220505,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΕΣΣΩΝΟΣ
6247,7,231,22050501,Δημοτική Κοινότητα Συκουρίου
6248,8,231,2205050101,"Συκούριον,το"
6249,7,231,22050502,Τοπική Κοινότητα Καλοχωρίου
6250,8,231,2205050201,"Καλοχώριον,το"
6251,8,231,2205050202,"Χειμάδιον,το"
6252,7,231,22050503,Τοπική Κοινότητα Κυψελοχωρίου
6253,8,231,2205050301,"Κυψελοχώριον,το"
6254,8,231,2205050302,"Ακρινόν,το"
6255,7,231,22050504,Τοπική Κοινότητα Νέσσωνος
6256,8,231,2205050401,"Νέσσων,ο"
6257,8,231,2205050402,"Κόρακας,ο"
6258,7,231,22050505,Τοπική Κοινότητα Όσσης
6259,8,231,2205050501,"Όσσα,η"
6260,7,231,22050506,Τοπική Κοινότητα Πουρναρίου
6261,8,231,2205050601,"Πουρνάριον,το"
6262,7,231,22050507,Τοπική Κοινότητα Σπηλιάς
6263,8,231,2205050701,"Σπηλιά,η"
6264,5,231,2206,ΔΗΜΟΣ ΤΥΡΝΑΒΟΥ
6265,6,231,220601,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΥΡΝΑΒΟΥ
6266,7,231,22060101,Δημοτική Κοινότητα Τυρνάβου
6267,8,231,2206010101,"Τύρναβος,ο"
6268,8,231,2206010102,"Κριτήρι,το"
6269,8,231,2206010103,"Λυγαριά,η"
6270,8,231,2206010104,"Περίχωρα,τα"
6271,7,231,22060102,Τοπική Κοινότητα Αργυροπουλείου
6272,8,231,2206010201,"Αργυροπούλειον,το"
6273,8,231,2206010202,"Άνω Αργυροπούλειον,το"
6274,8,231,2206010203,"Βοτανοχώριον,το"
6275,7,231,22060103,Τοπική Κοινότητα Δαμασίου
6276,8,231,2206010301,"Δαμάσιον,το"
6277,8,231,2206010302,"Δαμασούλιον,το"
6278,7,231,22060104,Τοπική Κοινότητα Δένδρων Τυρνάβου
6279,8,231,2206010401,"Αγία Σοφία,η"
6280,8,231,2206010402,"Δένδρα,τα"
6281,8,231,2206010403,"Πλατανούλια,τα"
6282,6,231,220602,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΜΠΕΛΩΝΟΣ
6283,7,231,22060201,Δημοτική Κοινότητα Αμπελώνος
6284,8,231,2206020101,"Αμπελών,ο"
6285,7,231,22060202,Τοπική Κοινότητα Βρυοτόπου
6286,8,231,2206020201,"Βρυότοπος,ο"
6287,8,231,2206020202,"Μικρόλιθος,ο"
6288,7,231,22060203,Τοπική Κοινότητα Δελερίων
6289,8,231,2206020301,"Δελέρια,τα"
6290,7,231,22060204,Τοπική Κοινότητα Ροδιάς
6291,8,231,2206020401,"Ροδιά,η"
6292,8,231,2206020402,"Κόρδεσι,το"
6293,5,231,2207,ΔΗΜΟΣ ΦΑΡΣΑΛΩΝ
6294,6,231,220701,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΑΡΣΑΛΩΝ
6295,7,231,22070101,Δημοτική Κοινότητα Φαρσάλων
6296,8,231,2207010101,"Φάρσαλα,τα"
6297,8,231,2207010102,"Ρύζιον,το"
6298,8,231,2207010103,"Σταθμός,ο"
6299,8,231,2207010104,"Χαϊδάρια,τα"
6300,7,231,22070102,Τοπική Κοινότητα Αχιλλείου
6301,8,231,2207010201,"Αχίλλειον,το"
6302,7,231,22070103,Τοπική Κοινότητα Βρυσιών
6303,8,231,2207010301,"Βρυσιά,τα"
6304,6,231,220702,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΝΙΠΠΕΑ
6305,7,231,22070201,Τοπική Κοινότητα Μεγάλου Ευυδρίου
6306,8,231,2207020101,"Μέγα Ευύδριον,το"
6307,8,231,2207020102,"Ελληνικόν,το"
6308,8,231,2207020103,"Λόφος,ο"
6309,8,231,2207020104,"Πυργάκια,τα"
6310,7,231,22070202,Τοπική Κοινότητα Αγίου Γεωργίου Φαρσάλων
6311,8,231,2207020201,"Άγιος Γεώργιος,ο"
6312,7,231,22070203,Τοπική Κοινότητα Βασιλή
